sample	title	series
GSM3065909	RHP3780	GSE112274
GSM3065910	RHP3781	GSE112274
GSM3065911	RHP3782	GSE112274
GSM3065912	RHP3783	GSE112274
GSM3065913	RHP3784	GSE112274
GSM3065914	RHP3785	GSE112274
GSM3065915	RHP3786	GSE112274
GSM3065916	RHP3787	GSE112274
GSM3065917	RHP3788	GSE112274
GSM3065918	RHP3789	GSE112274
GSM3065919	RHP3790	GSE112274
GSM3065920	RHP3791	GSE112274
GSM3065921	RHP3797	GSE112274
GSM3065922	RHP3798	GSE112274
GSM3065923	RHP3799	GSE112274
GSM3065924	RHP3800	GSE112274
GSM3065925	RHP3801	GSE112274
GSM3065926	RHP3802	GSE112274
GSM3065927	RHP3803	GSE112274
GSM3065928	RHP3804	GSE112274
GSM3065929	RHP3805	GSE112274
GSM3065930	RHP3806	GSE112274
GSM3065931	RHP3807	GSE112274
GSM3065934	RHP3810	GSE112274
GSM3065935	RHP3811	GSE112274
GSM3065936	RHP3812	GSE112274
GSM3065937	RHP3813	GSE112274
GSM3065938	RHP3814	GSE112274
GSM3065939	RHP3815	GSE112274
GSM3065940	RHP3816	GSE112274
GSM3065941	RHP3817	GSE112274
GSM3065942	RHP3818	GSE112274
GSM3065943	RHP3819	GSE112274
GSM3065944	RHP3820	GSE112274
GSM3065945	RHP3821	GSE112274
GSM3065946	RHP3822	GSE112274
GSM3065947	RHP3823	GSE112274
GSM3065948	RHP3824	GSE112274
GSM3065949	RHP3825	GSE112274
GSM3065950	RHP3826	GSE112274
GSM3065951	RHP3827	GSE112274
GSM3065952	RHP3828	GSE112274
GSM3065953	RHP3829	GSE112274
GSM3065954	RHP3830	GSE112274
GSM3065955	RHP3831	GSE112274
GSM3065956	RHP3832	GSE112274
GSM3065957	RHP3833	GSE112274
GSM3065958	RHP3834	GSE112274
GSM3065959	RHP3835	GSE112274
GSM3065960	RHP3836	GSE112274
GSM3065961	RHP3837	GSE112274
GSM3065962	RHP3838	GSE112274
GSM3065963	RHP3839	GSE112274
GSM3065964	RHP3840	GSE112274
GSM3065965	RHP3841	GSE112274
GSM3065966	RHP3842	GSE112274
GSM3065968	RHP3844	GSE112274
GSM3065969	RHP3845	GSE112274
GSM3065970	RHP3846	GSE112274
GSM3065971	RHP3847	GSE112274
GSM3065972	RHP3848	GSE112274
GSM3065973	RHP3849	GSE112274
GSM3065974	RHP3850	GSE112274
GSM3065975	RHP3851	GSE112274
GSM3065976	RHP3852	GSE112274
GSM3065977	RHP3853	GSE112274
GSM3065978	RHP3854	GSE112274
GSM3065979	RHP3855	GSE112274
GSM3065980	RHP3856	GSE112274
GSM3065981	RHP3857	GSE112274
GSM3065982	RHP3858	GSE112274
GSM3065983	RHP3859	GSE112274
GSM3065984	RHP3860	GSE112274
GSM3065985	RHP3861	GSE112274
GSM3065986	RHP3862	GSE112274
GSM3124386	RNA-seq H838	GSE113946
GSM3124387	CAGE-seq H838	GSE113946
GSM3462822	nanoCAGE-seq H727	GSE113946
GSM3573275	IMR90_2Gy_6h_1_S4_R1	GSE111437
GSM3573276	IMR90_2Gy_6h_2_S5_R1	GSE111437
GSM3573277	IMR90_2Gy_6h_3_S6_R1	GSE111437
GSM3573278	IMR90_2Gy_24h_1_S10_R1	GSE111437
GSM3573279	IMR90_2Gy_24h_2_S11_R1	GSE111437
GSM3573280	IMR90_2Gy_24h_3_S12_R1	GSE111437
GSM3573281	IMR90_0Gy_6h_1_S1_R1	GSE111437
GSM3573282	IMR90_0Gy_6h_2_S2_R1	GSE111437
GSM3573283	IMR90_0Gy_6h_3_S3_R1	GSE111437
GSM3573284	IMR90_0Gy_24h_1_S7_R1	GSE111437
GSM3573285	IMR90_0Gy_24h_2_S8_R1	GSE111437
GSM3573286	IMR90_0Gy_24h_3_S9_R1	GSE111437
GSM3591778	Patient 1 non-involved lung	GSE126111
GSM3591779	Patient 1 tumour	GSE126111
GSM3591780	Patient 2 non-involved lung	GSE126111
GSM3591781	Patient 2 tumour	GSE126111
GSM3591782	Patient 3 granulomatous inflammation 1	GSE126111
GSM3591783	Patient 3 granulomatous inflammation 2	GSE126111
GSM3618022	H2228_H1975_A549_H838_HCC827_Mixture_CelSeq1	GSE118767-GSE126908
GSM3618023	H2228_H1975_A549_H838_HCC827_Mixture_CelSeq2	GSE118767-GSE126908
GSM3618024	H2228_H1975_A549_H838_HCC827_Mixture_CelSeq3	GSE118767-GSE126908
GSM3666139	H460-Tam-0h	GSE128174
GSM3666140	H460-Tam-8h	GSE128174
GSM3666141	H460-Tam-16h	GSE128174
GSM3666142	H460-RUNX3WT-Tam-0h	GSE128174
GSM3666143	H460-RUNX3WT-Tam-8h	GSE128174
GSM3666144	H460-RUNX3WT-Tam-16h	GSE128174
GSM3666145	H460-RUNX3MT-Tam-0h	GSE128174
GSM3666146	H460-RUNX3MT-Tam-8h	GSE128174
GSM3666147	H460-RUNX3MT-Tam-16	GSE128174
GSM2300611	siCont	GSE86347
GSM2300612	siLIMA1	GSE86347
GSM2300613	siCont+Nutlin	GSE86347
GSM2300614	siLIMA1+Nutlin	GSE86347
GSM2706086	Day25_lung_progenitors_replicate_1	GSE101558
GSM2706087	Day25_lung_progenitors_replicate_2	GSE101558
GSM2706088	Day25_lung_progenitors_replicate_3	GSE101558
GSM2706089	Day50_+CHIR_differentiated lung_cells_replicate_1	GSE101558
GSM2706090	Day50_+CHIR_differentiated lung_cells_replicate_2	GSE101558
GSM2706091	Day50_+CHIR_differentiated lung_cells_replicate_3	GSE101558
GSM2706092	Day50_-CHIR_differentiated lung_cells_replicate_1	GSE101558
GSM2706093	Day50_-CHIR_differentiated lung_cells_replicate_2	GSE101558
GSM2706094	Day50_-CHIR_differentiated lung_cells_replicate_3	GSE101558
GSM2843666	Attached-iluc rep1	GSE106592
GSM2843667	Attached-iluc rep2	GSE106592
GSM2843668	Attached-iSPIB rep1	GSE106592
GSM2843669	Attached-iSPIB rep2	GSE106592
GSM2843670	Floating-iluc rep1	GSE106592
GSM2843671	Floating-iluc rep2	GSE106592
GSM2843672	Floating-iSPIB rep1	GSE106592
GSM2843673	Floating-iSPIB rep2	GSE106592
GSM2857459	C1 rep1	GSE106910
GSM2857460	C1 rep2	GSE106910
GSM2857461	C1 rep3	GSE106910
GSM2857462	C2 rep1	GSE106910
GSM2857463	C2 rep2	GSE106910
GSM2857464	C2 rep3	GSE106910
GSM2857465	C3 rep1	GSE106910
GSM2857466	C3 rep2	GSE106910
GSM2857467	C3 rep3	GSE106910
GSM2857468	C4 rep1	GSE106910
GSM2857469	C4 rep2	GSE106910
GSM2857470	C4 rep3	GSE106910
GSM2857471	S1 rep1	GSE106910
GSM2857472	S1 rep2	GSE106910
GSM2857474	S2 rep2	GSE106910
GSM2857475	S2 rep3	GSE106910
GSM2857476	S3 rep1	GSE106910
GSM2857477	S3 rep2	GSE106910
GSM2857478	S3 rep3	GSE106910
GSM2857479	S4 rep1	GSE106910
GSM2857480	S4 rep2	GSE106910
GSM2857481	S5 rep1	GSE106910
GSM2857482	S5 rep2	GSE106910
GSM2857483	S6 rep1	GSE106910
GSM2857484	S6 rep2	GSE106910
GSM2857485	S6 rep3	GSE106910
GSM2857486	A1 rep1	GSE106910
GSM2857487	A1 rep2	GSE106910
GSM2857488	A1 rep3	GSE106910
GSM2857489	A2 rep1	GSE106910
GSM2857490	A2 rep2	GSE106910
GSM2857491	A2 rep3	GSE106910
GSM2857492	A3 rep1	GSE106910
GSM2857493	A3 rep2	GSE106910
GSM2857494	A3 rep3	GSE106910
GSM2857495	A4 rep1	GSE106910
GSM2857496	A4 rep2	GSE106910
GSM2857497	A4 rep3	GSE106910
GSM2857498	exS1 rep1	GSE106910
GSM2857499	exS1 rep2	GSE106910
GSM2857500	exS1 rep3	GSE106910
GSM2857501	exs2 rep1	GSE106910
GSM2857502	exs2 rep2	GSE106910
GSM2857503	exs2 rep3	GSE106910
GSM2857504	exs3 rep1	GSE106910
GSM2857505	exs3 rep2	GSE106910
GSM2857506	exs3 rep3	GSE106910
GSM2857507	exS4 rep1	GSE106910
GSM2857508	exS4 rep2	GSE106910
GSM2857509	exS4 rep3	GSE106910
GSM2857510	exS5 rep1	GSE106910
GSM2857511	exS5 rep2	GSE106910
GSM2857512	exS5 rep3	GSE106910
GSM2863034	H_6C	GSE107224
GSM2863035	H_6T	GSE107224
GSM2863036	H_pC	GSE107224
GSM2863037	H_pT	GSE107224
GSM2948602	Proliferating rep1	GSE109700
GSM2948603	Proliferating rep2	GSE109700
GSM2948604	Proliferating rep3	GSE109700
GSM2948605	Early Senescence rep1	GSE109700
GSM2948606	Early Senescence rep2	GSE109700
GSM2948607	Early Senescence rep3	GSE109700
GSM2948608	Deep Senescence rep1	GSE109700
GSM2948609	Deep Senescence rep2	GSE109700
GSM2948610	Deep Senescence rep3	GSE109700
GSM2990626	A549 Vehicle 1	GSE110397
GSM2990627	A549 Tramet 1	GSE110397
GSM2990628	A549 Palbo 1	GSE110397
GSM2990629	A549 Combo 1	GSE110397
GSM2990630	A549 Vehicle 2	GSE110397
GSM2990631	A549 Tramet 2	GSE110397
GSM2990632	A549 Palbo 2	GSE110397
GSM2990633	A549 Combo 2	GSE110397
GSM2990634	H2030 Vehicle 1	GSE110397
GSM2990635	H2030 Tramet 1	GSE110397
GSM2990636	H2030 Palbo 1	GSE110397
GSM2990637	H2030 Combo 1	GSE110397
GSM2990638	H2030 Vehicle 2	GSE110397
GSM2990639	H2030 Tramet 2	GSE110397
GSM2990640	H2030 Palbo 2	GSE110397
GSM2990641	H2030 Combo 2	GSE110397
GSM2990642	H460 Vehicle 1	GSE110397
GSM2990643	H460 Tramet 1	GSE110397
GSM2990644	H460 Palbo 1	GSE110397
GSM2990645	H460 Combo 1	GSE110397
GSM2990646	H460 Vehicle 2	GSE110397
GSM2990647	H460 Trametb 2	GSE110397
GSM2990648	H460 Palbo 2	GSE110397
GSM2990649	H460 Combo 2	GSE110397
GSM3303947	Sample_OE	GSE117564
GSM3303948	Sample_Si	GSE117564
GSM3303949	Sample_Wt	GSE117564
GSM3330330	HSAEC-Unreated-Replicate 1	GSE118448
GSM3330331	HSAEC-Unreated-Replicate 2	GSE118448
GSM3330332	HSAEC-Unreated-Replicate 3	GSE118448
GSM3330333	HSAEC-Treated-Replicate 1	GSE118448
GSM3330334	HSAEC-Treated-Replicate 2	GSE118448
GSM3330335	HSAEC-Treated-Replicate 3	GSE118448
GSM3330336	A549-Unreated-Replicate 1	GSE118448
GSM3330337	A549-Unreated-Replicate 2	GSE118448
GSM3330338	A549-Unreated-Replicate 3	GSE118448
GSM3330339	A549-Treated-Replicate 1	GSE118448
GSM3330340	A549-Treated-Replicate 2	GSE118448
GSM3330341	A549-Treated-Replicate 3	GSE118448
GSM3489364	A549-Unreated-Replicate 1-Repeat-Batch2	GSE118448
GSM3489365	A549-Unreated-Replicate 2-Repeat-Batch2	GSE118448
GSM3489366	A549-Unreated-Replicate 3-Repeat-Batch2	GSE118448
GSM3489367	A549-Treated-Replicate 1-Repeat-Batch2	GSE118448
GSM3489368	A549-Treated-Replicate 2-Repeat-Batch2	GSE118448
GSM3489369	A549-Treated-Replicate 3-Repeat-Batch2	GSE118448
GSM3511097	Sample 0a-Ctl	GSE123769
GSM3511098	Sample 0b-Ctl	GSE123769
GSM3511099	Sample 0c-Ctl	GSE123769
GSM3511100	Sample 1a-EV	GSE123769
GSM3511101	Sample 1b-EV	GSE123769
GSM3511102	Sample 1c-EV	GSE123769
GSM3511103	Sample 2a-TBX2	GSE123769
GSM3511104	Sample 2b-TBX2	GSE123769
GSM3511105	Sample 2c-TBX2	GSE123769
GSM3511106	Sample 3a-TBX3	GSE123769
GSM3511107	Sample 3b-TBX3	GSE123769
GSM3511108	Sample 3c-TBX3	GSE123769
GSM3511109	Sample 4a-TBX4	GSE123769
GSM3511110	Sample 4b-TBX4	GSE123769
GSM3511111	Sample 4c-TBX5	GSE123769
GSM3511112	Sample 5a-TBX5	GSE123769
GSM3511113	Sample 5b-TBX5	GSE123769
GSM3511114	Sample 5c-TBX5	GSE123769
GSM3611660	S1_tumor_BM+	GSE126548
GSM3611661	S5_tumor_BM+	GSE126548
GSM3611662	S8_tumor_BM+	GSE126548
GSM3611663	S4_tumor_BM-	GSE126548
GSM3611664	S6_tumor_BM-	GSE126548
GSM3611665	S7_tumor_BM-	GSE126548
GSM3618014	H2228_H1975_A549_H838_HCC827_Mixture_10X	GSE118767-GSE126906
GSM2770628	Patient 4685 Total RNA	GSE103404
GSM2770629	Patient 4685 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770630	Patient 19062 Total RNA	GSE103404
GSM2770631	Patient 19062 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770632	Patient 260111 Total RNA	GSE103404
GSM2770633	Patient 260111 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770634	Patient 81498 Total RNA	GSE103404
GSM2770635	Patient 81498 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770636	Patient 70021 Total RNA	GSE103404
GSM2770637	Patient 70021 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770638	Patient 4226 Total RNA	GSE103404
GSM2770639	Patient 4226 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770640	Patient 57164 Total RNA	GSE103404
GSM2770641	Patient 57164 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770642	Patient 116903 Total RNA	GSE103404
GSM2770643	Patient 116903 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770644	Patient 7206 Total RNA	GSE103404
GSM2770645	Patient 7206 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770646	Patient 196768 Total RNA	GSE103404
GSM2770647	Patient 196768 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770648	Patient 267445 Total RNA	GSE103404
GSM2770649	Patient 267445 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770650	Patient 140099 Total RNA	GSE103404
GSM2770651	Patient 140099 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770652	Patient 257649 Total RNA	GSE103404
GSM2770653	Patient 257649 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770654	Patient 42988 Total RNA	GSE103404
GSM2770655	Patient 42988 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770656	Patient 35961 Total RNA	GSE103404
GSM2770657	Patient 35961 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770658	Patient 284144 Total RNA	GSE103404
GSM2770659	Patient 284144 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770660	Patient 24201 Total RNA	GSE103404
GSM2770661	Patient 24201 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770662	Patient 177023 Total RNA	GSE103404
GSM2770663	Patient 177023 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770664	Patient 15511 Total RNA	GSE103404
GSM2770665	Patient 15511 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770666	Patient 30586 Total RNA	GSE103404
GSM2770667	Patient 30586 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770668	Patient 158231 Total RNA	GSE103404
GSM2770669	Patient 158231 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770670	Patient 227628 Total RNA	GSE103404
GSM2770671	Patient 227628 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770672	Patient 54921 Total RNA	GSE103404
GSM2770673	Patient 54921 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770674	Patient 41742 Total RNA	GSE103404
GSM2770675	Patient 41742 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770676	Patient 4427 Total RNA	GSE103404
GSM2770677	Patient 4427 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770678	Patient 133110 Total RNA	GSE103404
GSM2770679	Patient 133110 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770680	Patient 261796 Total RNA	GSE103404
GSM2770681	Patient 261796 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770682	Patient 15473 Total RNA	GSE103404
GSM2770683	Patient 15473 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770684	Patient 51242 Total RNA	GSE103404
GSM2770685	Patient 51242 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770686	Patient 70403 Total RNA	GSE103404
GSM2770687	Patient 70403 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770688	Patient 276427 Total RNA	GSE103404
GSM2770689	Patient 276427 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2770690	Patient 15837 Total RNA	GSE103404
GSM2770691	Patient 15837 Polysome-associated RNA (>3 ribosomes)	GSE103404
GSM2981830	H522 control sample 2	GSE110025-GSE110182
GSM2981831	H522 control sample 3	GSE110025-GSE110182
GSM2981832	H522 with CMV-LINC00261 sample 1	GSE110025-GSE110182
GSM2981833	H522 with CMV-LINC00261 sample 3	GSE110025-GSE110182
GSM3351405	MDA_Lung_Rep1	GSE118937
GSM3351406	MDA_Lung_Rep2	GSE118937
GSM3351407	MDA_Lung_Rep3	GSE118937
GSM3417892	mock infected fibroblast Mock_1	GSE120890
GSM3417893	mock infected fibroblast Mock_2	GSE120890
GSM3417894	mock infected fibroblast Mock_3	GSE120890
GSM3417895	CMV infected fibroblast HCMV_1	GSE120890
GSM3417896	CMV infected fibroblast HCMV_2	GSE120890
GSM3417897	CMV infected fibroblast HCMV_3	GSE120890
GSM3417898	mock infected fibroblasts Mock_MRC5_1	GSE120891
GSM3417899	mock infected fibroblasts Mock_MRC5_2	GSE120891
GSM3417900	CMV infected fibroblasts TB40/E_MRC5_1	GSE120891
GSM3417901	CMV infected fibroblasts TB40/E_MRC5_2	GSE120891
GSM3417902	CMV infected fibroblasts FIX_MRC5_1	GSE120891
GSM3417903	CMV infected fibroblasts FIX_MRC5_2	GSE120891
GSM3417904	CMV infected fibroblasts AD169_MRC5_1	GSE120891
GSM3417905	CMV infected fibroblasts AD169_MRC5_2	GSE120891
GSM3417906	CMV infected fibroblasts TB40e_MRC5_1	GSE120891
GSM3417907	CMV infected fibroblasts TB40e_MRC5_2	GSE120891
GSM3417912	mock infected fibroblasts Mock_9h_1	GSE120891
GSM3417913	mock infected fibroblasts Mock_9h_2	GSE120891
GSM3417914	HSV infected fibroblasts HSV_1	GSE120891
GSM3417915	HSV infected fibroblasts HSV_2	GSE120891
GSM3417916	mock infected fibroblasts Mock_24h_1	GSE120891
GSM3417917	mock infected fibroblasts Mock_24h_2	GSE120891
GSM3417918	ADV infected fibroblasts Ad5_1	GSE120891
GSM3417919	ADV infected fibroblasts Ad5_2	GSE120891
GSM3504764	A549_WT1	GSE123477
GSM3504765	A549_WT2	GSE123477
GSM3504766	A549_NOCT_KO4	GSE123477
GSM3504767	A549_NOCT_KO5	GSE123477
GSM3569551	0A_L3 H358 lung cells	GSE125365
GSM3569552	0B_L3 H358 lung cells	GSE125365
GSM3569553	1A_L3 H358 lung cells	GSE125365
GSM3569554	1B_L3 H358 lung cells	GSE125365
GSM3569555	2A_L3 H358 lung cells	GSE125365
GSM3569556	2B_L3 H358 lung cells	GSE125365
GSM3569557	4A_L3 H358 lung cells	GSE125365
GSM3569558	4B_L3 H358 lung cells	GSE125365
GSM3569559	6A_L3 H358 lung cells	GSE125365
GSM3569560	6B_L3 H358 lung cells	GSE125365
GSM3569561	7A_L3 H358 lung cells	GSE125365
GSM3569562	7B_L3 H358 lung cells	GSE125365
GSM3569563	8A_L3 H358 lung cells	GSE125365
GSM3569564	8B_L3 H358 lung cells	GSE125365
GSM3569565	16A_L3 H358 lung cells	GSE125365
GSM3569566	16B_L3 H358 lung cells	GSE125365
GSM3569567	21A_L3 H358 lung cells	GSE125365
GSM3569568	21B_L3 H358 lung cells	GSE125365
GSM3569569	24A_L3 H358 lung cells	GSE125365
GSM3569570	24B_L3 H358 lung cells	GSE125365
GSM3569571	72A_L3 H358 lung cells	GSE125365
GSM3569572	72B_L3 H358 lung cells	GSE125365
GSM3569573	180A_L3 H358 lung cells	GSE125365
GSM3569574	180B_L3 H358 lung cells	GSE125365
GSM3572736	A549 w/ TGFbeta LB9	GSE125369
GSM3572737	A549 w/ TGFbeta LB10	GSE125369
GSM3572738	A549 Control LB13	GSE125369
GSM3572739	A549 Control LB16	GSE125369
GSM3351360	IPF_invasive_1	GSE118933
GSM3351361	IPF_invasive_3	GSE118933
GSM3351362	IPF_invasive_4	GSE118933
GSM3351363	IPF_invasive_5	GSE118933
GSM3351364	IPF_invasive_6	GSE118933
GSM3351365	IPF_invasive_7	GSE118933
GSM3351366	IPF_invasive_8	GSE118933
GSM3351367	IPF_invasive_9	GSE118933
GSM3351368	IPF_invasive_10	GSE118933
GSM3351369	IPF_non-invasive_1	GSE118933
GSM3351370	IPF_non-invasive_3	GSE118933
GSM3351371	IPF_non-invasive_4	GSE118933
GSM3351372	IPF_non-invasive_5	GSE118933
GSM3351373	IPF_non-invasive_6	GSE118933
GSM3351374	IPF_non-invasive_7	GSE118933
GSM3351375	IPF_non-invasive_8	GSE118933
GSM3351376	IPF_non-invasive_9	GSE118933
GSM3351377	IPF_non-invasive_10	GSE118933
GSM3602290	scramble1	GSE126475
GSM3602291	scramble2	GSE126475
GSM3602292	scramble3	GSE126475
GSM3602293	shILF2_1	GSE126475
GSM3602294	shILF2_2	GSE126475
GSM3602295	shILF2_3	GSE126475
GSM3732848	Dropseq_1	GSE130148
GSM3732850	Dropseq_2	GSE130148
GSM3732852	Dropseq_3	GSE130148
GSM3732854	Dropseq_4	GSE130148
GSM3752532	IMR-90 PDL15 1	GSE130727
GSM3752533	IMR-90 PDL15 2	GSE130727
GSM3752534	IMR-90 IR+ 1	GSE130727
GSM3752535	IMR-90 IR+ 2	GSE130727
GSM3752536	IMR-90 PDL52 1	GSE130727
GSM3752537	IMR-90 PDL52 2	GSE130727
GSM3752538	WI-38 Dox- 1	GSE130727
GSM3752539	WI-38 Dox- 2	GSE130727
GSM3752540	WI-38 Dox+ 1	GSE130727
GSM3752541	WI-38 Dox+ 2	GSE130727
GSM3752542	WI-38 EV 1	GSE130727
GSM3752543	WI-38 EV 2	GSE130727
GSM3752544	WI-38 HRAS(G12v) 1	GSE130727
GSM3752545	WI-38 HRAS(G12v) 2	GSE130727
GSM2543528	A549 cells parental 1	GSE96779-GSE96781
GSM2543529	A549 cells parental 2	GSE96779-GSE96781
GSM2543530	A549 cells parental 3	GSE96779-GSE96781
GSM2543531	MSR-A549 cells 1	GSE96779-GSE96781
GSM2543532	MSR-A549 cells 2	GSE96779-GSE96781
GSM2543533	MSR-A549 cells 3	GSE96779-GSE96781
GSM2543534	MSR-A549 cells drugs withdrawal 1	GSE96779-GSE96781
GSM2543535	MSR-A549 cells drugs withdrawal 2	GSE96779-GSE96781
GSM2543536	MSR-A549 cells drugs withdrawal 3	GSE96779-GSE96781
GSM2543537	MSR-A549 cells with JQ1 treatment 1	GSE96779-GSE96781
GSM2543538	MSR-A549 cells with JQ1 treatment 2	GSE96779-GSE96781
GSM2543539	MSR-A549 cells with JQ1 treatment 3	GSE96779-GSE96781
GSM2579109	MRC5 Control Replicate 1 [RNA-seq]	GSE97829-GSE97834
GSM2579110	MRC5 Control Replicate 2 [RNA-seq]	GSE97829-GSE97834
GSM2579111	MRC5 Control Replicate 3 [RNA-seq]	GSE97829-GSE97834
GSM2579112	MRC5 TGF-β Replicate 1 [RNA-seq]	GSE97829-GSE97834
GSM2579113	MRC5 TGF-β Replicate 2 [RNA-seq]	GSE97829-GSE97834
GSM2579114	MRC5 TGF-β Replicate 3 [RNA-seq]	GSE97829-GSE97834
GSM2742709	No_treatment_rep1	GSE102674
GSM2742710	No_treatment_rep2	GSE102674
GSM2742711	No_treatment_rep3	GSE102674
GSM2742712	No_treatment_rep4	GSE102674
GSM2742713	TGFβ1_rep1	GSE102674
GSM2742714	TGFβ1_rep2	GSE102674
GSM2742715	TGFβ1_rep3	GSE102674
GSM2742716	TGFβ1_rep4	GSE102674
GSM2742717	TGFβ1_+_AZD8055_rep1	GSE102674
GSM2742718	TGFβ1_+_AZD8055_rep2	GSE102674
GSM2742719	TGFβ1_+_AZD8055_rep3	GSE102674
GSM2742720	TGFβ1_+_AZD8055_rep4	GSE102674
GSM2742721	TGFβ1_+_rapamycin_rep1	GSE102674
GSM2742722	TGFβ1_+_rapamycin_rep2	GSE102674
GSM2742723	TGFβ1_+_rapamycin_rep3	GSE102674
GSM2742724	TGFβ1_+_rapamycin_rep4	GSE102674
GSM2742725	AZD8055_rep1	GSE102674
GSM2742726	AZD8055_rep2	GSE102674
GSM2742727	AZD8055_rep3	GSE102674
GSM2742728	AZD8055_rep4	GSE102674
GSM2742729	rapamycin_rep1	GSE102674
GSM2742730	rapamycin_rep2	GSE102674
GSM2742731	rapamycin_rep3	GSE102674
GSM2742732	rapamycin_rep4	GSE102674
GSM3186798	NTsiRNA_1	GSE115659
GSM3186799	NTsiRNA_2	GSE115659
GSM3186800	NTsiRNA_3	GSE115659
GSM3186801	AC2siRNA_1	GSE115659
GSM3186802	AC2siRNA_2	GSE115659
GSM3186803	AC2siRNA_3	GSE115659
GSM3043652	Clarke_Bulk_Donor-1_NIL_CD103pos	GSE111892-GSE111898
GSM3043655	Clarke_Bulk_Donor-2_NIL_CD103neg	GSE111892-GSE111898
GSM3043656	Clarke_Bulk_Donor-3_NIL_CD103pos	GSE111892-GSE111898
GSM3043659	Clarke_Bulk_Donor-5_NIL_CD103neg	GSE111892-GSE111898
GSM3043660	Clarke_Bulk_Donor-6_NIL_CD103pos	GSE111892-GSE111898
GSM3043663	Clarke_Bulk_Donor-7_NIL_CD103neg	GSE111892-GSE111898
GSM3043667	Clarke_Bulk_Donor-1_NIL_CD103neg	GSE111892-GSE111898
GSM3043668	Clarke_Bulk_Donor-7_NIL_CD103pos	GSE111892-GSE111898
GSM3043671	Clarke_Bulk_Donor-8_NIL_CD103neg	GSE111892-GSE111898
GSM3043674	Clarke_Bulk_Donor-12_NIL_CD103neg	GSE111892-GSE111898
GSM3043676	Clarke_Bulk_Donor-9_NIL_CD103pos	GSE111892-GSE111898
GSM3043677	Clarke_Bulk_Donor-5_NIL_CD103pos	GSE111892-GSE111898
GSM3043678	Clarke_Bulk_Donor-14_NIL_CD103neg	GSE111892-GSE111898
GSM3043680	Clarke_Bulk_Donor-16_NIL_CD103neg	GSE111892-GSE111898
GSM3043681	Clarke_Bulk_Donor-13_NIL_CD103pos	GSE111892-GSE111898
GSM3043682	Clarke_Bulk_Donor-4_NIL_CD103pos	GSE111892-GSE111898
GSM3043684	Clarke_Bulk_Donor-17_NIL_CD103neg	GSE111892-GSE111898
GSM3043686	Clarke_Bulk_Donor-18_NIL_CD103pos	GSE111892-GSE111898
GSM3043687	Clarke_Bulk_Donor-19_NIL_CD103neg	GSE111892-GSE111898
GSM3043688	Clarke_Bulk_Donor-12_NIL_CD103pos	GSE111892-GSE111898
GSM3043690	Clarke_Bulk_Donor-20_NIL_CD103pos	GSE111892-GSE111898
GSM3043693	Clarke_Bulk_Donor-21_NIL_CD103neg	GSE111892-GSE111898
GSM3043694	Clarke_Bulk_Donor-21_NIL_CD103pos	GSE111892-GSE111898
GSM3043696	Clarke_Bulk_Donor-23_NIL_CD103neg	GSE111892-GSE111898
GSM3043697	Clarke_Bulk_Donor-24_NIL_CD103pos	GSE111892-GSE111898
GSM3043700	Clarke_Bulk_Donor-26_NIL_CD103neg	GSE111892-GSE111898
GSM3043701	Clarke_Bulk_Donor-23_NIL_CD103pos	GSE111892-GSE111898
GSM3043703	Clarke_Bulk_Donor-20_NIL_CD103neg	GSE111892-GSE111898
GSM3043704	Clarke_Bulk_Donor-26_NIL_CD103pos	GSE111892-GSE111898
